riskAllele,pValue,pValueAnnotation,riskFrequency,orValue,beta,ci,mappedGenes,traitName,efoTraits
rs968369-T,2e-08,-,NR,1.124,-,[1.079-1.171],"TENM4,RNU6-544P",Bipolar disorder,bipolar disorder
rs10744560-T,5e-10,-,NR,1.075,-,[1.051-1.100],"CACNA1C-IT3,CACNA1C",Bipolar disorder,bipolar disorder
rs7969091-A,3e-08,-,NR,0.932,-,[0.909-0.956],"DHH,RHEBL1",Bipolar disorder,bipolar disorder
rs12902052-A,7e-09,-,NR,1.088,-,[1.057-1.120],LINC00933,Bipolar disorder,bipolar disorder
rs11647445-T,9e-11,-,NR,0.928,-,[0.907-0.949],GRIN2A,Bipolar disorder,bipolar disorder
rs112114764-T,3e-08,-,NR,0.937,-,[0.916-0.959],HDAC5,Bipolar disorder,bipolar disorder
rs884303-A,6e-10,-,NR,0.921,-,[0.897-0.945],HLF,Bipolar disorder,bipolar disorder
rs11557713-A,1e-08,-,NR,1.069,-,[1.045-1.094],ZCCHC2,Bipolar disorder,bipolar disorder
rs111444407-T,5e-10,-,NR,1.097,-,[1.065-1.130],NCAN,Bipolar disorder,bipolar disorder
rs6130764-T,6e-09,-,NR,1.067,-,[1.044-1.091],"WFDC5,WFDC12",Bipolar disorder,bipolar disorder
rs6694545-?,1e-08,-,NR,-,-,-,"LINC01648,LINC01756",Bipolar disorder (MTAG),bipolar disorder
rs1841565-?,5e-08,-,NR,-,-,-,LINC01748,Bipolar disorder (MTAG),bipolar disorder
rs12563424-?,3e-08,-,NR,-,-,-,"ALG14,TLCD4",Bipolar disorder (MTAG),bipolar disorder
rs72692857-?,1e-10,-,NR,-,-,-,"RPL6P31,OTUD7B",Bipolar disorder (MTAG),bipolar disorder
rs13006508-?,2e-08,-,NR,-,-,-,"LINC01884,LINC01830",Bipolar disorder (MTAG),bipolar disorder
rs12474906-?,4e-09,-,NR,-,-,-,"RBKS,MRPL33",Bipolar disorder (MTAG),bipolar disorder
rs11682175-?,4e-08,-,NR,-,-,-,"ACTG1P22,EIF2S2P7",Bipolar disorder (MTAG),bipolar disorder
rs77071813-?,3e-09,-,NR,-,-,-,"ACTG1P22,VRK2",Bipolar disorder (MTAG),bipolar disorder
rs6746896-?,2e-09,-,NR,-,-,-,"CNNM4,LMAN2L",Bipolar disorder (MTAG),bipolar disorder
rs10497655-?,5e-08,-,NR,-,-,-,"ZNF804A,MIR548AE1",Bipolar disorder (MTAG),bipolar disorder
rs4380187-?,2e-10,-,NR,-,-,-,"ZNF804A,ELF2P4",Bipolar disorder (MTAG),bipolar disorder
rs13003404-?,2e-09,-,NR,-,-,-,"DNAJC17P1,SEC61GP1",Bipolar disorder (MTAG),bipolar disorder
rs4685-?,7e-09,-,NR,-,-,-,SF3B1,Bipolar disorder (MTAG),bipolar disorder
rs2949006-?,2e-10,-,NR,-,-,-,FTCDNL1,Bipolar disorder (MTAG),bipolar disorder
rs2880986-?,2e-09,-,NR,-,-,-,NGEF,Bipolar disorder (MTAG),bipolar disorder
rs34771152-?,1e-08,-,NR,-,-,-,CNTN4,Bipolar disorder (MTAG),bipolar disorder
rs9834970-?,3e-16,-,NR,-,-,-,"HSPD1P6,LINC02033",Bipolar disorder (MTAG),bipolar disorder
rs2710323-?,3e-13,-,NR,-,-,-,ITIH1,Bipolar disorder (MTAG),bipolar disorder
rs6449529-?,6e-09,-,NR,-,-,-,ZSWIM6,Bipolar disorder (MTAG),bipolar disorder
rs56208248-?,4e-09,-,NR,-,-,-,LINC01470,Bipolar disorder (MTAG),bipolar disorder
rs35050608-?,3e-12,-,NR,-,-,-,"H2BC4,H1-2",Bipolar disorder (MTAG),bipolar disorder
rs55834529-?,6e-17,-,NR,-,-,-,"VN1R11P,RNU2-62P",Bipolar disorder (MTAG),bipolar disorder
rs6922815-?,3e-08,-,NR,-,-,-,"VN1R10P,ZNF204P",Bipolar disorder (MTAG),bipolar disorder
rs68188794-?,2e-19,-,NR,-,-,-,"ZSCAN16-AS1,ZSCAN16",Bipolar disorder (MTAG),bipolar disorder
rs169738-?,4e-08,-,NR,-,-,-,"Metazoa_SRP,BAK1",Bipolar disorder (MTAG),bipolar disorder
rs55648125-?,3e-08,-,NR,-,-,-,"TFAP2B,RPS17P5",Bipolar disorder (MTAG),bipolar disorder
rs9283801-?,9e-09,-,NR,-,-,-,SNAP91,Bipolar disorder (MTAG),bipolar disorder
rs58120505-?,5e-11,-,NR,-,-,-,MAD1L1,Bipolar disorder (MTAG),bipolar disorder
rs80012185-?,1e-10,-,NR,-,-,-,GSDME,Bipolar disorder (MTAG),bipolar disorder
rs75836205-?,7e-09,-,NR,-,-,-,"RPL10AP3,RPL6P22",Bipolar disorder (MTAG),bipolar disorder
rs7001340-?,2e-08,-,NR,-,-,-,"LETM2,FGFR1",Bipolar disorder (MTAG),bipolar disorder
rs4284148-?,2e-09,-,NR,-,-,-,TSNARE1,Bipolar disorder (MTAG),bipolar disorder
rs7095057-?,3e-09,-,NR,-,-,-,CACNB2,Bipolar disorder (MTAG),bipolar disorder
rs12241517-?,6e-14,-,NR,-,-,-,"BORCS7-ASMT,BORCS7",Bipolar disorder (MTAG),bipolar disorder
rs7121067-?,9e-09,-,NR,-,-,-,"RCOR2,NAA40",Bipolar disorder (MTAG),bipolar disorder
rs4309187-?,1e-08,-,NR,-,-,-,"TMPRSS5,DRD2",Bipolar disorder (MTAG),bipolar disorder
rs4298967-?,5e-17,-,NR,-,-,-,"CACNA1C,CACNA1C-IT3",Bipolar disorder (MTAG),bipolar disorder
rs2239063-?,2e-08,-,NR,-,-,-,CACNA1C,Bipolar disorder (MTAG),bipolar disorder
rs4762557-?,1e-09,-,NR,-,-,-,ANKS1B,Bipolar disorder (MTAG),bipolar disorder
rs11624408-?,9e-09,-,NR,-,-,-,BCL11B,Bipolar disorder (MTAG),bipolar disorder
rs4906338-?,1e-10,-,NR,-,-,-,"COA8,KLC1",Bipolar disorder (MTAG),bipolar disorder
rs1700006-?,3e-08,-,NR,-,-,-,CHRNA5,Bipolar disorder (MTAG),bipolar disorder
rs71395455-?,2e-12,-,NR,-,-,-,"ZSCAN2-AS1,ZSCAN2",Bipolar disorder (MTAG),bipolar disorder
rs8039305-?,3e-09,-,NR,-,-,-,FURIN,Bipolar disorder (MTAG),bipolar disorder
rs7191999-?,2e-10,-,NR,-,-,-,GRIN2A,Bipolar disorder (MTAG),bipolar disorder
rs12919683-?,3e-09,-,NR,-,-,-,"KCTD13-DT,TMEM219",Bipolar disorder (MTAG),bipolar disorder
rs2011503-?,2e-09,-,NR,-,-,-,MAU2,Bipolar disorder (MTAG),bipolar disorder
rs7267348-?,5e-08,-,NR,-,-,-,PTGIS,Bipolar disorder (MTAG),bipolar disorder
rs103197-?,7e-09,-,NR,-,-,-,"XPNPEP3,DNAJB7",Bipolar disorder (MTAG),bipolar disorder
rs1395241-?,8e-06,-,NR,-,-,-,FAT4,Bipolar disorder or major depressive disorder,"bipolar disorder,major depressive disorder"
rs12912251-?,1e-06,-,NR,-,-,-,LINC02694,Bipolar disorder or major depressive disorder,"bipolar disorder,major depressive disorder"
rs11773103-?,1e-06,-,NR,-,-,-,DMTF1,Bipolar disorder or major depressive disorder,"bipolar disorder,major depressive disorder"
rs1006737-?,3e-08,-,NR,-,-,-,CACNA1C,Bipolar disorder or major depressive disorder,"bipolar disorder,major depressive disorder"
rs17082664-?,1e-06,-,NR,-,-,-,SYNE1,Bipolar disorder or major depressive disorder,"bipolar disorder,major depressive disorder"
rs1262778-?,8e-06,-,NR,-,-,-,DLEU1,Bipolar disorder or major depressive disorder,"bipolar disorder,major depressive disorder"
rs10994338-?,5e-07,-,NR,-,-,-,ANK3,Bipolar disorder or major depressive disorder,"bipolar disorder,major depressive disorder"
rs7226677-?,4e-06,-,NR,-,-,-,THOC1-DT,Bipolar disorder or major depressive disorder,"bipolar disorder,major depressive disorder"
rs4972755-?,3e-06,-,NR,-,-,-,"EXTL2P1,RPS15AP14",Bipolar disorder or major depressive disorder,"bipolar disorder,major depressive disorder"
rs3117099-?,3e-06,-,NR,1.25,-,[NR],TSBP1-AS1,Bipolar disorder and schizophrenia,"bipolar disorder,schizophrenia"
rs17746001-T,3e-07,-,NR,1.75,-,[NR],"NDUFB5P1,RNA5SP173",Bipolar disorder and schizophrenia,"bipolar disorder,schizophrenia"
rs17746001-?,3e-07,-,NR,1.75,-,[NR],"NDUFB5P1,RNA5SP173",Bipolar disorder and schizophrenia,"bipolar disorder,schizophrenia"
rs886424-?,9e-07,-,NR,1.37,-,[NR],LINC00243,Bipolar disorder and schizophrenia,"bipolar disorder,schizophrenia"
rs2054399-?,1e-06,-,NR,1.22,-,[NR],"KCNMB2,KCNMB2-AS1",Bipolar disorder and schizophrenia,"bipolar disorder,schizophrenia"
rs821470-A,3e-06,-,NR,1.25,-,[NR],NLRC5,Bipolar disorder and schizophrenia,"bipolar disorder,schizophrenia"
rs1484642-C,3e-06,-,NR,1.43,-,[NR],MSRA,Bipolar disorder and schizophrenia,"bipolar disorder,schizophrenia"
rs181500-T,5e-06,-,NR,1.24,-,[NR],"PDZD8,EMX2OS",Bipolar disorder and schizophrenia,"bipolar disorder,schizophrenia"
rs4262150-?,7e-06,-,NR,1.22,-,[NR],LINC01470,Bipolar disorder and schizophrenia,"bipolar disorder,schizophrenia"
rs253959-T,8e-06,-,NR,1.21,-,[NR],COMMD10,Bipolar disorder and schizophrenia,"bipolar disorder,schizophrenia"
rs2058710-A,9e-06,-,NR,1.24,-,[NR],CMKLR2-AS,Bipolar disorder and schizophrenia,"bipolar disorder,schizophrenia"
rs2524005-?,5e-07,-,NR,1.32,-,[NR],POLR1HASP,Bipolar disorder and schizophrenia,"bipolar disorder,schizophrenia"
rs7872515-?,6e-07,-,NR,1.39,-,[NR],SPTLC1,Bipolar disorder and schizophrenia,"bipolar disorder,schizophrenia"
rs2934442-?,1e-06,(age of onset),NR,-,1.022 unit decrease,[NR],CGNL1,Bipolar disorder (age of onset and psychotic symptoms),"bipolar disorder,age at onset"
rs7795096-?,2e-06,(psychotic symptoms),NR,1.2,-,[NR],PRKAG2,Bipolar disorder (age of onset and psychotic symptoms),"bipolar disorder,psychotic symptoms"
rs116896199-?,5e-06,-,NR,-,-,-,CDH4,Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs290475-?,3e-07,-,NR,-,-,-,TCF7L2,Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs118174081-?,3e-06,-,NR,-,-,-,TSHZ2,Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs4814920-?,3e-06,-,NR,-,-,-,RIN2,Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs72795979-?,3e-06,-,NR,-,-,-,FBXL17,Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs11957407-?,3e-06,-,NR,-,-,-,PDZD2,Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs150888153-?,4e-06,-,NR,-,-,-,SLC25A36,Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs141220432-?,4e-06,-,NR,-,-,-,SLC25A36,Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs117982730-?,4e-06,-,NR,-,-,-,"POT1-AS1,GRM8",Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs191753171-?,4e-06,-,NR,-,-,-,"IGKV3D-7,IGKV1OR2-118",Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs62421103-?,4e-06,-,NR,-,-,-,"PA2G4P5,RNU6-1163P",Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs72795980-?,2e-06,-,NR,-,-,-,FBXL17,Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs113508841-?,6e-06,-,NR,-,-,-,PDE7B-AS1,Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs10782174-?,2e-06,-,NR,-,-,-,"PA2G4P5,RNU6-1163P",Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs17541406-?,1e-06,-,NR,-,-,-,"SEPHS1P2,RGMA",Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs391760-?,2e-06,-,NR,-,-,-,"HMHB1,RN7SL87P",Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs11150078-?,2e-06,-,NR,-,-,-,WWOX,Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs1043607-?,4e-06,-,NR,-,-,-,TMEM132B,Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs1625975-?,3e-06,-,NR,-,-,-,CDH23,Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs7690204-?,5e-06,-,NR,-,-,-,GUSBP5,Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs6934970-?,7e-06,-,NR,-,-,-,"RNU6-1163P,PA2G4P5",Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs116979167-?,5e-06,-,NR,-,-,-,EFCAB10,Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs10070308-?,4e-06,-,NR,-,-,-,FBXL17,Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs80088139-?,5e-06,-,NR,-,-,-,TAFA5,Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs11661646-?,6e-06,-,NR,-,-,-,DSEL-AS1,Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs72977016-?,7e-09,-,NR,-,-,-,CLSTN2-AS1,Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs79436609-?,3e-08,-,NR,-,-,-,TRIM42,Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs74619861-?,3e-06,-,NR,-,-,-,NAALADL2,Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs12300899-?,5e-07,-,NR,-,-,-,"BRI3BP,AACS",Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs58630086-?,6e-07,-,NR,-,-,-,"MIR497HG,ALOX12P2",Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs116951791-?,7e-07,-,NR,-,-,-,"RUNX1T1,FLJ46284",Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs150404479-?,1e-06,-,NR,-,-,-,"CFAP57,EBNA1BP2",Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs62110082-?,1e-06,-,NR,-,-,-,ZNF577,Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs147721431-?,1e-06,-,NR,-,-,-,"POLD2P1,LINC02058",Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs183418565-?,2e-06,-,NR,-,-,-,"GOLGA8S,HERC2P6",Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs7588591-?,2e-06,-,NR,-,-,-,CLHC1,Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs11660238-?,2e-06,-,NR,-,-,-,DSEL-AS1,Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs75687134-?,2e-06,-,NR,-,-,-,DSEL-AS1,Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs6963495-?,5e-06,-,NR,-,-,-,"RINT1,PUS7",Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs114588203-?,3e-06,-,NR,-,-,-,"Metazoa_SRP,RPSAP12",Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs58873874-?,3e-06,-,NR,-,-,-,ADAM19,Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs74789784-?,2e-06,-,NR,-,-,-,DSEL-AS1,Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs12772424-?,3e-08,-,NR,-,-,-,TCF7L2,Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs409220-?,3e-06,-,NR,-,-,-,"HMHB1,RN7SL87P",Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs116075389-?,3e-06,-,NR,-,-,-,"RPSAP12,Metazoa_SRP",Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs6921059-?,4e-06,-,NR,-,-,-,"DEFB112,TFAP2D",Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs150516896-?,4e-06,-,NR,-,-,-,"Metazoa_SRP,RPSAP12",Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs2699783-?,7e-06,-,NR,-,-,-,LINC02934,Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs34975147-?,5e-06,-,NR,-,-,-,JPH3,Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs114535501-?,6e-06,-,NR,-,-,-,DSEL-AS1,Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs77372450-?,6e-06,-,NR,-,-,-,ADAM19,Bipolar disorder (body mass index interaction),"bipolar disorder,body mass index"
rs16841832-G,9e-06,-,0.76,2,-,[NR],"CADM3-AS1,AIM2,CADM3",Bipolar disorder and eating disorder,"eating disorder,bipolar disorder"
rs2685295-A,7e-06,-,0.61,1.724138,-,[NR],RYR2,Bipolar disorder and eating disorder,"eating disorder,bipolar disorder"
rs1805576-G,1e-06,-,0.21,1.79,-,[NR],FXR1,Bipolar disorder and eating disorder,"eating disorder,bipolar disorder"
rs4854912-T,9e-08,-,0.19,1.91,-,[NR],SOX2-OT,Bipolar disorder and eating disorder,"eating disorder,bipolar disorder"
rs10965890-C,4e-06,-,0.06,2.27,-,[NR],"LINC01239,SUMO2P2",Bipolar disorder and eating disorder,"eating disorder,bipolar disorder"
rs7912575-G,3e-06,-,0.01,4.52,-,[NR],NRG3,Bipolar disorder and eating disorder,"eating disorder,bipolar disorder"
rs10858583-C,2e-07,-,0.23,1.84,-,[NR],"CYCSP30,RPL23AP68",Bipolar disorder and eating disorder,"eating disorder,bipolar disorder"
rs314580-G,8e-06,-,0.04,2.41,-,[NR],LINC00440,Bipolar disorder and eating disorder,"eating disorder,bipolar disorder"
rs9554752-T,6e-06,-,0.36,1.65,-,[NR],"NALCN-AS1,NALCN",Bipolar disorder and eating disorder,"eating disorder,bipolar disorder"
rs12149074-G,4e-06,-,0.63,1.7857143,-,[NR],"LINC01228,DYNLRB2-AS1",Bipolar disorder and eating disorder,"eating disorder,bipolar disorder"
rs58502974-A,2e-08,-,0.44,1.13,-,[NR],ADCY2,Bipolar disorder (age of onset <21) or attention deficit hyperactivity disorder,"attention deficit hyperactivity disorder,bipolar disorder"
rs1334489-?,7e-06,-,NR,-,-,-,"CEP85L,SLC35F1",Bipolar disorder (age of onset <21) or attention deficit hyperactivity disorder,"attention deficit hyperactivity disorder,bipolar disorder"
rs2134095-?,7e-06,-,NR,-,-,-,RXRG,Bipolar disorder (age of onset <21) or attention deficit hyperactivity disorder,"attention deficit hyperactivity disorder,bipolar disorder"
rs16998572-?,8e-06,-,NR,-,-,-,"BCAS1,SUMO1P1",Bipolar disorder (age of onset <21) or attention deficit hyperactivity disorder,"attention deficit hyperactivity disorder,bipolar disorder"
rs11162556-?,2e-06,-,NR,-,-,-,"ADGRL4,IFI44",Bipolar disorder (age of onset <21) or attention deficit hyperactivity disorder,"attention deficit hyperactivity disorder,bipolar disorder"
rs12761122-?,4e-06,-,NR,-,-,-,"LINC02626,TRUB1",Bipolar disorder (age of onset <21) or attention deficit hyperactivity disorder,"attention deficit hyperactivity disorder,bipolar disorder"
rs7089973-C,2e-08,-,0.74,1.1111112,-,[NR],TAF9BP2,Bipolar disorder or attention deficit hyperactivity disorder,"attention deficit hyperactivity disorder,bipolar disorder"
rs11756438-A,4e-08,-,0.34,1.1,-,[NR],CEP85L,Bipolar disorder or attention deficit hyperactivity disorder,"attention deficit hyperactivity disorder,bipolar disorder"
rs34096808-?,1e-07,-,NR,-,-,-,NLGN1,Bipolar disorder or attention deficit hyperactivity disorder,"attention deficit hyperactivity disorder,bipolar disorder"
rs58502974-?,1e-07,-,NR,-,-,-,ADCY2,Bipolar disorder or attention deficit hyperactivity disorder,"attention deficit hyperactivity disorder,bipolar disorder"
rs10489744-?,2e-07,-,NR,-,-,-,RXRG,Bipolar disorder or attention deficit hyperactivity disorder,"attention deficit hyperactivity disorder,bipolar disorder"
rs9608816-?,6e-07,-,NR,-,-,-,ASCC2,Bipolar disorder or attention deficit hyperactivity disorder,"attention deficit hyperactivity disorder,bipolar disorder"
rs16998572-?,8e-07,-,NR,-,-,-,"BCAS1,SUMO1P1",Bipolar disorder or attention deficit hyperactivity disorder,"attention deficit hyperactivity disorder,bipolar disorder"
rs36030485-?,9e-07,-,NR,-,-,-,VLDLR-AS1,Bipolar disorder or attention deficit hyperactivity disorder,"attention deficit hyperactivity disorder,bipolar disorder"
rs11162556-?,4e-07,-,NR,-,-,-,"ADGRL4,IFI44",Bipolar disorder or attention deficit hyperactivity disorder,"attention deficit hyperactivity disorder,bipolar disorder"
rs56037433-?,9e-07,-,NR,-,-,-,SLC4A10,Bipolar disorder or attention deficit hyperactivity disorder,"attention deficit hyperactivity disorder,bipolar disorder"
rs71420669-?,9e-07,-,NR,-,-,-,"RNU6-169P,LINC01790",Bipolar disorder or attention deficit hyperactivity disorder,"attention deficit hyperactivity disorder,bipolar disorder"
rs13061878-?,8e-07,-,NR,-,-,-,PTPRG,Bipolar disorder or attention deficit hyperactivity disorder,"attention deficit hyperactivity disorder,bipolar disorder"
rs1334489-?,6e-08,-,NR,-,-,-,"CEP85L,SLC35F1",Bipolar disorder or attention deficit hyperactivity disorder,"attention deficit hyperactivity disorder,bipolar disorder"
rs12661338-?,5e-07,-,NR,-,-,-,CEP85L,Bipolar disorder or attention deficit hyperactivity disorder,"attention deficit hyperactivity disorder,bipolar disorder"
rs968847-?,3e-07,-,NR,-,-,-,"ATRNL1,LINC02626",Bipolar disorder or attention deficit hyperactivity disorder,"attention deficit hyperactivity disorder,bipolar disorder"
rs10275045-?,2e-09,(SCZ or BP vs. controls),NR,-,-,-,MAD1L1,Schizophrenia or bipolar disorder,"bipolar disorder,schizophrenia"
rs4356203-?,6e-09,(SCZ or BP vs. controls),NR,-,-,-,PIK3C2A,Schizophrenia or bipolar disorder,"bipolar disorder,schizophrenia"
rs4650608-?,8e-09,(SCZ or BP vs. controls),NR,-,-,-,"ADGRL4,IFI44",Schizophrenia or bipolar disorder,"bipolar disorder,schizophrenia"
rs1006737-?,6e-13,(SCZ or BP vs. controls),NR,-,-,-,CACNA1C,Schizophrenia or bipolar disorder,"bipolar disorder,schizophrenia"
rs17693963-?,3e-11,(SCZ or BP vs. controls),NR,-,-,-,"GPR89P,RSL24D1P1",Schizophrenia or bipolar disorder,"bipolar disorder,schizophrenia"
rs9834970-?,1e-10,(SCZ or BP vs. controls),NR,-,-,-,"HSPD1P6,LINC02033",Schizophrenia or bipolar disorder,"bipolar disorder,schizophrenia"
rs7219021-?,1e-07,(SCZ vs. BP),NR,-,-,-,TTLL6,Schizophrenia or bipolar disorder,"bipolar disorder,schizophrenia"
rs6479352-?,8e-06,(anti-CMV),NR,-,-,-,"NFIL3,ROR2",Bipolar disorder (inflammation and infection response interaction),"bipolar disorder,cytomegalovirus seropositivity"
rs9910816-?,2e-06,(anti-CMV),NR,-,-,-,ARSG,Bipolar disorder (inflammation and infection response interaction),"bipolar disorder,cytomegalovirus seropositivity"
rs885553-?,8e-07,(anti-HSV1),NR,-,-,-,LINC01121,Bipolar disorder (inflammation and infection response interaction),"bipolar disorder,HSV1 seropositivity"
rs4234848-?,4e-06,(anti-HSV1),NR,-,-,-,ANTXR2,Bipolar disorder (inflammation and infection response interaction),"bipolar disorder,HSV1 seropositivity"
rs3736986-?,6e-06,(anti-HSV1),NR,-,-,-,CLTA,Bipolar disorder (inflammation and infection response interaction),"bipolar disorder,HSV1 seropositivity"
rs10198175-?,1e-06,-,NR,1.92,-,[NR],"APOB,LINC02850",Binge eating behaviour and bipolar disorder,"binge eating,bipolar disorder"
rs13233490-?,4e-06,-,NR,4.89,-,[NR],"NXPH1,GAPDHP68",Binge eating behaviour and bipolar disorder,"binge eating,bipolar disorder"
rs12144699-A,6e-07,-,0.04,1.67,-,[NR],"JUN-DT,FGGY-DT",Subjective response to lithium treatment,"bipolar disorder,response to lithium ion"
rs9834970-C,8e-07,-,0.5,1.22,-,[NR],"HSPD1P6,LINC02033",Subjective response to lithium treatment,"bipolar disorder,response to lithium ion"
rs12493050-G,9e-07,-,0.2,1.27,-,[NR],LAMP3,Subjective response to lithium treatment,"bipolar disorder,response to lithium ion"
rs4947962-G,1e-06,-,0.11,1.35,-,[NR],"SEC61G-DT,EGFR",Subjective response to lithium treatment,"bipolar disorder,response to lithium ion"
rs146727601-?,1e-08,-,0.01,3.98,-,[NR],PTS,Objective response to lithium treatment,"bipolar disorder,response to lithium ion"
rs116323614-A,3e-08,-,0.03,3.14,-,[NR],SESTD1,Objective response to lithium treatment,"bipolar disorder,response to lithium ion"
rs77866734-T,1e-07,-,0.02,3.7,-,[NR],TCF3,Objective response to lithium treatment,"bipolar disorder,response to lithium ion"
rs142643109-G,4e-07,-,0.02,3.57,-,[NR],"RPL36AP47,USP32P4",Objective response to lithium treatment,"bipolar disorder,response to lithium ion"
rs1516725-T,1e-24,-,NR,-,0.046 unit decrease,[0.038-0.054],"ETV5,DGKG",Bipolar disorder or body mass index,"bipolar disorder,body mass index"
rs3888190-A,1e-24,-,NR,-,0.031 unit increase,[0.025-0.037],ATP2A1-AS1,Bipolar disorder or body mass index,"bipolar disorder,body mass index"
rs151181-T,3e-19,-,NR,-,0.027 unit decrease,[0.021-0.033],CLN3,Bipolar disorder or body mass index,"bipolar disorder,body mass index"
rs10968576-A,3e-15,-,NR,-,0.025 unit decrease,[0.019-0.031],LINGO2,Bipolar disorder or body mass index,"bipolar disorder,body mass index"
rs1620977-A,9e-13,-,NR,-,0.024 unit increase,[0.018-0.03],NEGR1,Bipolar disorder or body mass index,"bipolar disorder,body mass index"
rs2968487-T,3e-12,-,NR,-,0.025 unit increase,[0.017-0.033],"UBE2WP1,EEF1A1P11",Bipolar disorder or body mass index,"bipolar disorder,body mass index"
rs2127162-A,5e-11,-,NR,-,0.023 unit decrease,[0.015-0.031],MAP2K5,Bipolar disorder or body mass index,"bipolar disorder,body mass index"
rs4141973-T,2e-09,-,NR,-,0.029 unit increase,[0.019-0.039],"FTH1P5,TIAL1P1",Bipolar disorder or body mass index,"bipolar disorder,body mass index"
rs1477199-A,6e-09,-,NR,-,0.025 unit decrease,[0.017-0.033],RPGRIP1L,Bipolar disorder or body mass index,"bipolar disorder,body mass index"
